id,dataset,question,ground_truth_answer,vertex_gemma_model,vertex_gemma_parsed_answer,vertex_gemma_raw_response,vertex_gemma_outcome
index_136,mmlu_clinical_knowledge,Which of the following is true about the assessment of arm reflexes?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about the assessment of arm reflexes?

Options:
A. The root value of the biceps reflex is C5, C6
B. If no reflex is elicited when you tap a tendon it is documented as absent
C. The triceps tendon is struck in the antecubital fossa
D. Brisk finger jerks confirm a lower motor neurone lesion
Output:
Answer: A",Correct
index_137,mmlu_clinical_knowledge,Which of these is most likely to cause deviation of the trachea?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of these is most likely to cause deviation of the trachea?

Options:
A. A left basal pneumonia
B. A small right pleural effusion
C. Previous tuberculosis of the right upper lobe
D. Idiopathic fibrosing alveolitis
Output:
Answer: C",Correct
index_138,mmlu_clinical_knowledge,What is the risk if water is used for bladder washout in secondary care?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is the risk if water is used for bladder washout in secondary care?

Options:
A. Fluid may bypass when the washout is carried out.
B. Bladder washout may be unsuccessful.
C. Using water may cause electrolyte imbalance.
D. The medical staff may be unhappy.
Output:
Answer: C",Correct
index_139,mmlu_clinical_knowledge,What is the 'normal' range of flexion at the knee joint?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is the 'normal' range of flexion at the knee joint?

Options:
A. 0-115 degrees.
B. 0-135 degrees.
C. 0-155 degrees.
D. 0-175 degrees.
Output:
Answer: A",Incorrect
index_140,mmlu_clinical_knowledge,Which of the following is not a controlled drug?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is not a controlled drug?

Options:
A. A 30 milligram ampoule of Codeine Phosphate for injection.
B. A sustained release Morphine tablet.
C. A 12.5 microgram Fentanyl patch.
D. A 500 ml bottle of Morphine 10 mg in 5 ml in oral suspension.
Output:
Answer: D",Correct
index_141,mmlu_clinical_knowledge,After what period of time does maximal dynamic exercise become predominantly aerobic?,C,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: After what period of time does maximal dynamic exercise become predominantly aerobic?

Options:
A. 10 seconds
B. 30 seconds
C. 1 minute
D. 4 minutes
Output:
Answer: B",Incorrect
index_142,mmlu_clinical_knowledge,The trigger to initiate the contractile process in skeletal muscle is:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The trigger to initiate the contractile process in skeletal muscle is:

Options:
A. potassium binding to myosin.
B. calcium binding to tropomyosin.
C. ATP binding to the myosin cross bridges.
D. calcium binding to troponin.
Output:
Answer: D",Correct
index_143,mmlu_clinical_knowledge,Which of the following is NOT a sign of phlebitis?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is NOT a sign of phlebitis?

Options:
A. Swelling.
B. Redness.
C. Exudate.
D. Cool to the touch.
Output:
Answer: D",Correct
index_144,mmlu_clinical_knowledge,The energy charge of the cell is:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The energy charge of the cell is:

Options:
A. the difference between the charge on the outside and inside of a cell.
B. generated by the sodium-potassium ATPase.
C. the overall rate of energy use by the cell.
D. the extent to which the total adenine nucleotide pool is phosphorylated.
Output:
Answer: D",Correct
index_145,mmlu_clinical_knowledge,The sarcoplasmic reticulum in muscle cells acts as a:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The sarcoplasmic reticulum in muscle cells acts as a:

Options:
A. store of digestive enzymes.
B. store of sodium ions.
C. store of lipid.
D. store of calcium ions.
Output:
Answer: D",Correct
index_146,mmlu_clinical_knowledge,Which of the following parameters are seen on typical neurological observation charts?,B,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following parameters are seen on typical neurological observation charts?

Options:
A. Urine output.
B. Temperature.
C. Central venous pressure.
D. Blood glucose.
Output:
Answer: D",Incorrect
index_147,mmlu_clinical_knowledge,"In the discharge checklist recommended by the Department of Health (2004), who should be involved in completing the form?",B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: In the discharge checklist recommended by the Department of Health (2004), who should be involved in completing the form?

Options:
A. The GP, consultant, and named nurse.
B. The nurse, patient, and ward clerk.
C. The nurse, ward clerk, and consultant.
D. The nurse, consultant, and GP.
Output:
Answer: A",Incorrect
index_148,mmlu_clinical_knowledge,Which of the following is true regarding the complications of a large goitre?,B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true regarding the complications of a large goitre?

Options:
A. It causes stridor due to compression of the oesophagus
B. Dysphagia is an indication for surgery
C. It causes hoarseness due to compression of the trachea
D. It causes a more florid thyrotoxicosis than a smaller goitre
Output:
Answer: C",Incorrect
index_149,mmlu_clinical_knowledge,The heart has:,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The heart has:

Options:
A. two valves and two chambers.
B. four valves and four chambers.
C. two valves and four chambers.
D. four valves and two chambers.
Output:
Answer: B",Correct
index_150,mmlu_clinical_knowledge,Which one of the following groups of patients should be assessed using an Early Warning Score (EWS)?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which one of the following groups of patients should be assessed using an Early Warning Score (EWS)?

Options:
A. Only patients over 60 years of age.
B. Only patients admitted to the Emergency Department.
C. Only patients who have been on an Intensive care/High dependency unit.
D. Any patient who is acutely unwell pre-operatively or post-operatively and those who have undergone major surgery.
Output:
Answer: D",Correct
index_151,mmlu_clinical_knowledge,What is the purpose of the cuff on a tracheostomy tube?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is the purpose of the cuff on a tracheostomy tube?

Options:
A. To create an air seal within the trachea and reduce the risk of aspirating saliva or gastric contents.
B. To reduce local oedema.
C. To assist with swallowing.
D. To allow the patient to talk.
Output:
Answer: A",Correct
index_152,mmlu_clinical_knowledge,What type of covalent bonds link the amino acids in a protein?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What type of covalent bonds link the amino acids in a protein?

Options:
A. Peptide bonds
B. Hydrogen bonds
C. Ionic bonds
D. Glycosidic bonds
Output:
Answer: A",Correct
index_153,mmlu_clinical_knowledge,Which is the most reliable way to assess for clubbing?,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which is the most reliable way to assess for clubbing?

Options:
A. Inspect the nail-bed angle from above
B. Assessing the fluctuancy of the nail-bed
C. Schamroth's sign
D. Inspect the nail-bed angle from the side
Output:
Answer: C",Incorrect
index_154,mmlu_clinical_knowledge,The term gene doping refers to:,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The term gene doping refers to:

Options:
A. the use of drugs to modify gene transcription.
B. the use of genetic manipulation techniques to enhance performance in sport.
C. the activation or inhibition of genes to mask drug taking by athletes.
D. the use of drugs to modify the myostatin gene.
Output:
Answer: B",Correct
index_155,mmlu_clinical_knowledge,Name three of the five main uses of the hand.,B,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Name three of the five main uses of the hand.

Options:
A. Touch, feel, stroke.
B. Grip, percussion, sensory.
C. Tap, slap, clap.
D. Touch, pinch, grasp.
Output:
Answer: D",Incorrect
index_156,mmlu_clinical_knowledge,Which of the following is true about an abdominal mass?,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about an abdominal mass?

Options:
A. A pulsatile mass is always due to an aortic aneurysm
B. An enlarged kidney is dull to percussion
C. A large mass arising out of the pelvis which disappears following urethral catheterization is caused by an ovarian cyst
D. An indentible mass is caused by faecal loading of the colon
Output:
Correct answer: C
Letter: C",Incorrect
index_157,mmlu_clinical_knowledge,Which of the following is not a category used to classify patients according to the Glasgow Coma Scale?,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is not a category used to classify patients according to the Glasgow Coma Scale?

Options:
A. Eye opening.
B. Verbal response.
C. Best motor response.
D. Pupil response.
Output:
Answer: A",Incorrect
index_158,mmlu_clinical_knowledge,Which of these combinations of clinical features is most suggestive of mixed mitral valve disease with a predominance of mitral regurgitation?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of these combinations of clinical features is most suggestive of mixed mitral valve disease with a predominance of mitral regurgitation?

Options:
A. Displaced apex beat; soft first heart sound; pan-systolic murmur; short mid-diastolic murmur
B. Irregularly, irregular pulse; displaced apex beat; ejection systolic murmur; short mid-diastolic murmur
C. Displaced apex beat; normal first heart sound; pan-systolic murmur; long mid-diastolic murmur
D. Tapping apex beat; loud first heart sound; pan-systolic murmur; long mid-diastolic murmur
Output:
Answer: A",Correct
index_159,mmlu_clinical_knowledge,"Prior to undergoing a painful procedure, a patient should be informed about what to expect and how their pain will be controlled, as this is associated with:",A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Prior to undergoing a painful procedure, a patient should be informed about what to expect and how their pain will be controlled, as this is associated with:

Options:
A. a reduction in anxiety and perceived pain intensity.
B. an increased use of analgesia.
C. a decrease in the frequency of pain-related problems such as nausea and vomiting.
D. an increased urine output.
Output:
Answer: A",Correct
index_160,mmlu_clinical_knowledge,The conversion of one molecule of glucose to two molecules of pyruvate results in the net formation of:,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The conversion of one molecule of glucose to two molecules of pyruvate results in the net formation of:

Options:
A. six molecules of water.
B. two molecules of ATP.
C. three molecules of ATP.
D. thirty-eight molecules of ATP.
Output:
उत्तर: C
Response: C
Question: Which of the following metabolic pathways",Incorrect
index_161,mmlu_clinical_knowledge,The net production of ATP via substrate-level phosphorylation in glycolysis is:,A,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The net production of ATP via substrate-level phosphorylation in glycolysis is:

Options:
A. 2 from glucose and 3 from glycogen.
B. 2 from glucose and 4 from glycogen.
C. 3 from glucose and 4 from glycogen.
D. 3 from glucose and 2 from glycogen.
Output:
Answer: C",Incorrect
index_162,mmlu_clinical_knowledge,Which of the following is true about rectal bleeding?,A,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about rectal bleeding?

Options:
A. A painful digital examination suggests an anal fissure
B. Bright red blood on the finger usually signifies a caecal lesion
C. Proctoscopy is of no value in the assessment of rectal bleeding
D. Rectal cancer is the commonest cause of rectal bleeding
Output:
Answer: D",Incorrect
index_163,mmlu_clinical_knowledge,Mutations are errors in DNA that:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Mutations are errors in DNA that:

Options:
A. are always harmful.
B. only occur in the presence of carcinogens.
C. increase tumour growth.
D. occur spontaneously at a low rate.
Output:
Answer: D",Correct
index_164,mmlu_clinical_knowledge,"When recording peak flow results, within how many litres/minute should the three readings be?",B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: When recording peak flow results, within how many litres/minute should the three readings be?

Options:
A. 10 litres per minute of each other.
B. 20 litres per minute of each other.
C. 100 litres per minute of each other.
D. 30 litres per minute of each other.
Output:
Answer: B",Correct
index_165,mmlu_clinical_knowledge,Peak flow meters record:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Peak flow meters record:

Options:
A. the lowest rate of air expelled from the lungs through an open mouth.
B. forced expiratory volume.
C. forced vital capacity.
D. the highest rate of air expelled from the lungs through an open mouth.
Output:
Answer: D",Correct
index_166,mmlu_clinical_knowledge,Which of the following should patients remember when taking paracetamol?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following should patients remember when taking paracetamol?

Options:
A. It can interfere with the effectiveness of other drugs such as Warfarin.
B. It should only be given on an 'as required' basis.
C. Patients should carefully check the contents of over-the-counter cold remedies in order to prevent accidental overdose, as such preparations often contain additional paracetamol.
D. It is contraindicated in patients with pyrexia.
Output:
Answer: C",Correct
index_167,mmlu_clinical_knowledge,Which of the following molecules does not form part of DNA?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following molecules does not form part of DNA?

Options:
A. Purine
B. Pyrimidine
C. Deoxyribose
D. Amino acid
Output:
Answer: D",Correct
index_168,mmlu_clinical_knowledge,Which of the following is true about jaundice?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about jaundice?

Options:
A. Pale stools and dark urine are characteristic of the jaundice of haemalytic anaemia
B. Bilirubin is used by the liver in the synthesis of red blood cells
C. Itching may be a sign of obstructive jaundice
D. Putting a danger of infection sticker on blood samples from an intravenous drug user with jaundice is optional
Output:
Answer: C",Correct
index_169,mmlu_clinical_knowledge,Which of the following nucleotide bases is not found in RNA?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following nucleotide bases is not found in RNA?

Options:
A. Thymine
B. Adenine
C. Uracil
D. Guanine
Output:
Answer: A",Correct
index_170,mmlu_clinical_knowledge,Bronchial breathing is characterized by,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Bronchial breathing is characterized by

Options:
A. Inspiratory component louder and longer with a gap between expiration and inspiration
B. Expiratory component louder and longer with a gap between inspiration and expiration
C. Inspiratory component louder and longer with a gap between inspiration and expiration
D. Expiratory component louder and longer with a gap between expiration and inspiration
Output:
Answer: A",Incorrect
index_171,mmlu_clinical_knowledge,Which of the following drugs is most commonly responsible for patients who present with acute confusion?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following drugs is most commonly responsible for patients who present with acute confusion?

Options:
A. Heroin (opiates).
B. Ecstasy.
C. Alcohol.
D. Cannabis.
Output:
Answer: C",Correct
index_172,mmlu_clinical_knowledge,The frontal lobe of the brain's cortex is responsible for which of the following?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The frontal lobe of the brain's cortex is responsible for which of the following?

Options:
A. The sleep/wake cycle.
B. The ability to draw shapes.
C. Understanding others' speech.
D. Visual perception.
Output:
Choose A.",Incorrect
index_173,mmlu_clinical_knowledge,The carpal bones are the small bones of the wrist - name them.,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The carpal bones are the small bones of the wrist - name them.

Options:
A. Scaphoid, lunate, triquetral, pisiform, trapezium, trapezoid, capitate, hamate.
B. Scaphoid, lunar, triquetrium, pisiform, radius, ulna, capitates.
C. Scaphoid, proximal phalynx, humerus, hamate, capitate.
D. Scaphoid, radius, ulna, cunniform, trapezius.
Output:
Answer: A",Correct
index_174,mmlu_clinical_knowledge,The process of translation requires the presence of:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The process of translation requires the presence of:

Options:
A. mRNA, tRNA and ribosomes.
B. mRNA, ribosomes and RNA polymerase.
C. DNA, mRNA and RNA polymerase.
D. chromatin, DNA and amino acids.
Output:
Answer: A",Correct
index_175,mmlu_clinical_knowledge,What is 'coring'?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is 'coring'?

Options:
A. A symptom of phlebitis.
B. Titration of a drug with its desired effect.
C. The delivery of medication straight into the bloodstream.
D. When drugs are withdrawn from a sealed vial, fragments of the rubber bung can be cut out by the needle.
Output:
Answer: D",Correct
index_176,mmlu_clinical_knowledge,What must you ensure before a speaking valve is used?,C,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What must you ensure before a speaking valve is used?

Options:
A. That the patient is able to swallow properly.
B. It is seven days after the tracheostomy tube was first inserted.
C. The cuff is deflated.
D. The cuff is inflated.
Output:
Answer: D",Incorrect
index_177,mmlu_clinical_knowledge,Which one of the following statements is true with regard to intravenous drug administration?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which one of the following statements is true with regard to intravenous drug administration?

Options:
A. IV administration of a drug will delay its action.
B. IV administration carries low risk of bacteraemia.
C. IV administration allows titration of a drug with its desired effect.
D. An intravenous cannula should never be used for both drug and fluid administration.
Output:
Answer: C",Correct
index_178,mmlu_clinical_knowledge,Which of the following factors can affect enzyme activity?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following factors can affect enzyme activity?

Options:
A. Temperature.
B. pH.
C. The presence of certain metal ions.
D. All of the above.
Output:
Answer: D",Correct
index_179,mmlu_clinical_knowledge,"For very high force contractions lasting 1-2 seconds, the initial energy source is from:",D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: For very high force contractions lasting 1-2 seconds, the initial energy source is from:

Options:
A. Glycolysis.
B. creatine phosphorylation.
C. phosphocreatine stores.
D. ATP stores.
Output:
Answer: C",Incorrect
index_180,mmlu_clinical_knowledge,A change in blood pressure is detected by the:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: A change in blood pressure is detected by the:

Options:
A. baroreceptors.
B. chemoreceptors.
C. vasomotor centre.
D. cardiovascular centre.
Output:
Answer: A",Correct
index_181,mmlu_clinical_knowledge,Blood clots are responsible for repeatedly blocking a catheter. What should you do?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Blood clots are responsible for repeatedly blocking a catheter. What should you do?

Options:
A. Call for help.
B. Inform medical staff.
C. Inform the patient.
D. Remove the catheter and recatheterize.
Output:
Answer: B",Correct
index_182,mmlu_clinical_knowledge,What is the pH of water?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is the pH of water?

Options:
A. 3.5
B. 7
C. 12
D. 6.25
Output:
Answer: B",Correct
index_183,mmlu_clinical_knowledge,How long can a cannula remain in situ?,D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: How long can a cannula remain in situ?

Options:
A. 24 hours.
B. 36 hours.
C. 48 hours.
D. 96 hours.
Output:
Answer: B",Incorrect
index_184,mmlu_clinical_knowledge,Metabolism is determined by the:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Metabolism is determined by the:

Options:
A. size of proteins in the cell.
B. availability of amino acids.
C. proteins formed as dictated by the genetic material.
D. amino acid composition of the ribonucleic acids.
Output:
Answer: C",Correct
index_185,mmlu_clinical_knowledge,How many chromosomes do all human somatic cells contain?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: How many chromosomes do all human somatic cells contain?

Options:
A. 3
B. 20
C. 23
D. 46
Output:
Answer: D",Correct
index_186,mmlu_clinical_knowledge,Under what circumstances would you use antibiotics prior to catheterization?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Under what circumstances would you use antibiotics prior to catheterization?

Options:
A. If the patient has had a catheter in situ for a week.
B. If the patient does not have urinary tract infection.
C. If patient has an artificial heart valve.
D. If the patient requests them.
Output:
Answer: C",Correct
index_187,mmlu_clinical_knowledge,Which of these features suggest that a pulsation in the neck is arterial?,C,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of these features suggest that a pulsation in the neck is arterial?

Options:
A. A waggling earlobe
B. Positive for hepatojugular reflux
C. No variation with posture
D. Pressure in the root of the neck reduces the impulse
Output:
Answer: D",Incorrect
index_188,mmlu_clinical_knowledge,The rate limiting enzyme of glycolysis is:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The rate limiting enzyme of glycolysis is:

Options:
A. phosphorylase.
B. hexokinase.
C. pyruvate dehydrogenase.
D. phosphofructokinase.
Output:
Answer: D",Correct
index_189,mmlu_clinical_knowledge,Which of the following is true about haemorrhoids?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about haemorrhoids?

Options:
A. Bleeding haemorrhoids lead to melaena per rectum (PR)
B. Pregnancy is a predisposing factor in causing haemorrhoids
C. Bleeding from first degree haemorrhoids is associated with pain
D. Second degree haemorrhoids cannot be returned to the anal canal
Output:
Answer: B",Correct
index_190,mmlu_clinical_knowledge,Selective Androgen Receptor Modulators (SARMs) are:,C,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Selective Androgen Receptor Modulators (SARMs) are:

Options:
A. steroid drugs that act on androgen receptors mimicking the effects of natural steroid hormones.
B. steroid drugs that act on androgen receptors antagonising the effects of natural steroid hormones.
C. non-steroid drugs that act on androgen receptors mimicking the effects of natural steroid hormones.
D. non-steroid drugs that act on androgen receptors inhibiting the effects of natural steroid hormones.
Output:
Answer: A",Incorrect
index_191,mmlu_clinical_knowledge,"The β-oxidation of a molecule of palmitic acid, CH3(CH2)14CO2H:",A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The β-oxidation of a molecule of palmitic acid, CH3(CH2)14CO2H:

Options:
A. yields 8 molecules of acetyl-CoA and some ATP and water.
B. yields 16 molecules of acetyl-CoA only.
C. yields carbon dioxide and water only.
D. does not involve oxygen.
Output:
Answer: A",Correct
index_192,mmlu_clinical_knowledge,Which products of ADP degradation increase in concentration in the blood during multiple sprint sports?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which products of ADP degradation increase in concentration in the blood during multiple sprint sports?

Options:
A. Ammonia, hypoxanthine and uric acid.
B. Ammonia, urea and uric acid.
C. Ammonia, urea and creatinine.
D. Ammonia, urea and creatine.
Output:
Answer: A",Correct
index_193,mmlu_clinical_knowledge,The optimum position for performing CPR is to position the patient:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The optimum position for performing CPR is to position the patient:

Options:
A. in a semi-recumbent posture.
B. tilted to the left to keep the heart perfused.
C. flat on a firm surface.
D. on the floor with the legs raised.
Output:
Answer: C",Correct
index_194,mmlu_clinical_knowledge,The complete resynthesis of phosphocreatine after very high intensity exercise normally takes:,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The complete resynthesis of phosphocreatine after very high intensity exercise normally takes:

Options:
A. about 10 seconds.
B. about 30 seconds.
C. about 1 minute.
D. about 4 minutes.
Output:
Answer: A",Incorrect
index_195,mmlu_clinical_knowledge,What type of joint is the elbow?,C,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What type of joint is the elbow?

Options:
A. Ball and socket joint.
B. Fused joint.
C. Synovial hinge joint.
D. Plain joint.
Output:
---
C",Incorrect
index_196,mmlu_clinical_knowledge,A hypertonic solution is:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: A hypertonic solution is:

Options:
A. a solution that has a higher concentration of solutes than the normal human cell.
B. a solution that blocks off enteral tubes easily.
C. a solution that has a lower concentration of solutes than the normal human cell.
D. a solution with a high fibre content.
Output:
Answer: A",Correct
index_197,mmlu_clinical_knowledge,Which of these is not necessary when examining the jugular venous pulse?,B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of these is not necessary when examining the jugular venous pulse?

Options:
A. Patient's neck muscles should be relaxed
B. Timing the pulsation with the radial pulse
C. Good lighting
D. Patient lying at 45 degree angle
Output:
Answer: C",Incorrect
index_198,mmlu_clinical_knowledge,The maximum sustainable power:,B,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The maximum sustainable power:

Options:
A. usually remains constant during a race.
B. declines with the distance of the race.
C. is improved by a high fat diet.
D. is inversely related to muscle glycogen content.
Output:
Answer: D",Incorrect
index_199,mmlu_clinical_knowledge,Fast-twitch fibres contain:,C,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Fast-twitch fibres contain:

Options:
A. a relatively large number of mitochondria and low ATPase activity.
B. a relatively small number of mitochondria and low ATPase activity.
C. a relatively small number of mitochondria and high ATPase activity.
D. a relatively large number of mitochondria and high ATPase activity.
Output:
**D**",Incorrect
index_200,mmlu_clinical_knowledge,The rate of blood lactate accumulation is determined by:,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The rate of blood lactate accumulation is determined by:

Options:
A. the rate of muscle lactate production and the rate of muscle lactate efflux.
B. the rate of anaerobic glycolysis.
C. the rate of muscle glucose uptake.
D. the difference between the rate of lactate appearance and the rate of lactate clearance.
Output:
Answer: A",Incorrect
index_201,mmlu_clinical_knowledge,The enzymes of glycolysis are located in the:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The enzymes of glycolysis are located in the:

Options:
A. mitochondrion.
B. nucleus.
C. cytoplasm.
D. lysosomes.
Output:
Answer: C",Correct
index_202,mmlu_clinical_knowledge,"The energy released from the breakdown of the high-energy phosphates, ATP and phosphocreatine, can sustain maximal exertion exercise for about:",B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The energy released from the breakdown of the high-energy phosphates, ATP and phosphocreatine, can sustain maximal exertion exercise for about:

Options:
A. 1-2 seconds.
B. 5-10 seconds.
C. 30-40 seconds.
D. 50-60 seconds.
Output:
Answer: B",Correct
