id,dataset,question,ground_truth_answer,ground_truth_explanation,gemini_model,gemini_parsed_answer,gemini_raw_response,gemini_outcome
edc8bc6a-0a6a-43e2-8e6c-71b46979e3c9,medmcqa,"Patient with fixed dilated pupil, with iris atrophy and secondary glaucoma after penetrating keratoplasty is suggestive of:",D,"Ans. d. Urrets Zavalia syndrome (Ref: style=""font-size: 1.04761904761905em; font-family: Times New Roman, Times, serif"">icles/PMC1770988)A fixed dilated pupil following penetrating keratoplasty is a well recognized if rare postoperative complication.The mydriasis following penetrating keratoplasty was first described by Castroviejo but it was Urrets-Zavalia who first published his observations on a series of six cases and suggested an association of fixed dilated pupil, iris atrophy, and secondary glaucoma.The pupil can become abnormally dilated following penetrating keratoplasty for keratoconus, particularly if dilating drops are used.In addition to the pupil and iris abnormalities, Urrets-Zavalia also described other features--iris ectropion, pigment dispersion, anterior subcapsular cataract and posterior synechiae.Urrets Zavalia SyndromeUrrets Zavalia Syndrome is characterized by triad of: Secondary glaucoma + Iris atrophy + Fixed dilated pupilQUrrets-Zavalia syndrome (UZS) consists of a fixed dilated pupil associated with iris atrophy.It is a poorly understood complication following penetrating keratoplasty for keratoconus.Posner Shlossman syndromeIt is also called as glaucomatocyclitic crisis.Episodic unilateral mild anterior uveitis, photophobia, reduced vision and colored rings around lights (from secondary corneal edema)Benedict's SyndromeIf red nucleus is involved, tremors and jerky movements occur in contralateral side of the body.This condition combined with ipsilateral 3rd nerve paralysis is called as Benedict's syndrome.McKusick-Kaufmann SyndromeMcKusick-Kaufman syndrome: A rare genetic disorder characterized by hydrometrocolpos (fluid buildup in vagina and uterus), extra fingers and congenital heart defects.",models/gemini-2.0-flash,D,D,Correct
f9654c2f-0bf8-4abf-9ae9-8c8fa439fc64,medmcqa,Treatment of acute asthma include all except-,C,"Ans. is 'c' i.e., Salmeterol o Long acting Beta - 2 agonists have no role in acute attack of asthma. They are useful in persistent asthma.",models/gemini-2.0-flash,C,C,Correct
bceeefc3-dad5-4457-9a96-1a804093b44c,medmcqa,Characteristic visual field defect in optic chiasma lesion -,B,"Ans, is 'b' i.e,. Bitemporal hemianopia Site of lesionVisual field defectOptic nerveBlindnessOptic cbiasmaBitemporal hemianopiaOptic tractIncongruent homonymous hemianopiaLateral geniculate bodyHomonymous hemianopiaOptic radiation (Total)Homonymous hemianopia, sometimes with macular sparingOptic radiation lower fibres (temporal lobe)Homonymous upper quadrantanopiaOptic radiation upper fibres (parietal lobe)Homonymous lower quadrantanopiaVisual cortex (anterior occipital cortex)Homonymous hemianopia with macular sparingOccipital cortex tipHomonymous macular defect",models/gemini-2.0-flash,B,B,Correct
ec109e50-48ad-4255-aa36-5cc9cbbfc1f2,medmcqa,A volunteer Ram will receive a new drug in a phase I clinical trial. The clearance and the volume of distribution of the drug in Ram are 1.386 I/hr and 80 L respectively. The half life of the drug in him would be approximately:,C,,models/gemini-2.0-flash,C,C,Correct
7f1d29a1-ae76-4c51-80bf-4c6f462bce5f,medmcqa,Hand over mouth technique was first described by:,A,,models/gemini-2.0-flash,B,B,Incorrect
dace2337-3e05-40f4-8e5f-0c957dc6d9de,medmcqa,Most common cause of spontaneous sub-arachnoid haemorrhage is -,C,,models/gemini-2.0-flash,C,C,Correct
0deceed6-5c74-4689-b838-55df0b2aebc6,medmcqa,Ehrlich's test is done to detect:,D,"D Harper, 26th ed, p. 283 & 25th ed, p. 370",models/gemini-2.0-flash,D,D,Correct
79cfa9cd-3cb9-4bf5-822a-1b764a773dc2,medmcqa,B cell prolymphocytic leukemia patients differ from those with B cell chronic lymphocytic leukemia in,D,,models/gemini-2.0-flash,D,D,Correct
2c79193f-6b10-43a7-af7c-865cdba91dd6,medmcqa,Millenium development goals formulated in 2000 were to be achieved by -,B,"- During September 2000, representatives of 189 countries met at Millennium Summit in New York to adopt United nations Millennium Declaration. - the goals in the area of development and povey eradication are now referred as Millennium Development Goals. - Governments have set date of 2015 by which they would meet the MDGs. Reference : Park's textbook of preventive and social medicine, 23rd edition, pg no:893 <\p>",models/gemini-2.0-flash,B,B,Correct
89857ee9-3093-4da8-b3f9-fa8a8d0eb60a,medmcqa,In the stage of Grey hepatization-,D,"Ref:Textbook of pathology (Harsh mohan)6th edition,page no. 469 GREY HEPATISATION: LATE CONSOLIDATION This phase lasts for 4 to 8 days Grossly, the affected lobe is firm and heavy. The cut surface is dry, granular and grey in appearance with liverlike consistency .The change in colour from red to grey begins at the hilum and spreads towards the periphery. Fibrinous pleurisy is prominent. Histologically, the following changes are present i)The fibrin strands are dense and more numerous. ii)The cellular exudate of neutrophils is reduced due to disintegration of many inflammatory cells as evidenced by their pyknotic nuclei. The red cells are also fewer. The macrophages begin to appear in the exudate. iii)The cellular exudate is often separated from the septal walls by a thin clear space. iv)The organisms are less numerous and appear as degenerated forms.",models/gemini-2.0-flash,A,A,Incorrect
55aa1e36-f63c-47c1-aacf-30683e406d05,medmcqa,"Twin pregnancy, but due to two different men is called: NEET 14",B,Ans. Superfecundation,models/gemini-2.0-flash,B,B,Correct
60994797-e56d-4059-9a33-5d982e45d9e2,medmcqa,Low bih weight baby is defined as baby weighing: September 2006,D,"Ans. D: 2500 gm Low bih weight (LBW) is defined as a fetus that weighs less than 2500 g (5 lb 8 oz) regardless of gestational age. Other definitions include Very Low Bih Weight (VLBW) which is less than 1500 g, and Extremely Low Bih Weight (ELBW) which is less than 1000 g. Normal Weight at term delivery is 2500 g - 4200 g. SGA is not a synonym of LBW, VLBW or ELBW. Small for gestational age (SGA) babies are those whose bih weight, length, or head circumference lies below the 10th percentile for that gestational age",models/gemini-2.0-flash,D,D,Correct
e0c2cf58-aa5c-4516-b250-79b76d99a2cc,medmcqa,Drug of choice for OCD is?,B,ANSWER: (B) FluoxetineREF: Kaplan 9th ed p - 622OCDTreatment of choice: behaviour therapyDrug of choice: SSRI2nd drug of choice: comipramine,models/gemini-2.0-flash,A,A,Incorrect
